J1_Position,J2_Position,J3_Position,J4_Position,Error,MM_Step,Deg_step,Move_ID,Time,Time_Total,X,Y,Z,J1_Velocity,J2_Velocity,J3_Velocity,J4_Velocity,J1_Acceleration,J2_Acceleration,J3_Acceleration,J4_Acceleration
0.0,0.0,0.0,-349.99999999999994,0.0,0.0,0.0,1.0,0.0,0,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-348.99999999999994,0.0,0.0,0.9999999999999999,2.0,0.0,0,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-347.99999999999994,0.0,0.0,0.9999999999999999,2.0,0.019706585563285865,0.0197065855632859,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,50.74445782546109,0.0,0.0,0.0,2574.9999999999995
0.0,0.0,0.0,-346.99999999999994,0.0,0.0,0.9999999999999999,2.0,0.004428954037988025,0.0241355396012739,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,225.78694459748283,0.0,0.0,0.0,39522.30826300009
0.0,0.0,0.0,-345.99999999999994,0.0,0.0,0.9999999999999999,2.0,0.003733780970390819,0.0278693205716647,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,267.82502989063363,0.0,0.0,0.0,11258.851450183118
0.0,0.0,0.0,-344.99999999999994,0.0,0.0,0.9999999999999999,2.0,0.003289527070823084,0.0311588476424878,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,303.99506630288545,0.0,0.0,0.0,10995.512617320273
0.0,0.0,0.0,-343.99999999999994,0.0,0.0,0.9999999999999999,2.0,0.002973959796826669,0.0341328074393145,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,336.2520236712813,0.0,0.0,0.0,10846.467192601347
0.0,0.0,0.0,-342.99999999999994,0.0,0.0,0.9999999999999999,2.0,0.00273483828116617,0.0368676457204806,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,365.65233377294516,0.0,0.0,0.0,10750.29200232169
0.0,0.0,0.0,-341.99999999999994,0.0,0.0,0.9999999999999999,2.0,0.002545525406091098,0.0394131711265717,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,392.8462067623192,0.0,0.0,0.0,10683.009851051876
0.0,0.0,0.0,-340.99999999999994,0.0,0.0,0.9999999999999999,2.0,0.002390809730925328,0.0418039808574971,450.0,5.878304635907296e-14,300.0,0.0,0.0,0.0,418.2683327179552,0.0,0.0,0.0,10633.270237609737
